CASEID;AGE1979;SAMPLE_SEX;SAMPLE_RACE;AFQT;ASVAB;HIGHESTGRADE;HEALTHLIMIT;INCOME;INDUSTRY;NUMJOBS;URBAN_RURAL;REGION;MARSTAT_COL;YR_ENT_LF;YR_EMP;YR_UNEMP;YR_OUT;AGE_ENT;UNEMP
2870.0;17.0;Male;Non-Black, Non-Hispanic;74671.0;50.0;College;No;37000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;17.0;0.0
2871.0;15.0;Male;Non-Black, Non-Hispanic;56887.0;45.0;College;No;30000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1980.0;15.0;1.0;2.0;16.0;1.0
2872.0;18.0;Female;Non-Black, Non-Hispanic;92257.0;52.0;College;No;81481.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Never married;1979.0;19.0;0.0;0.0;18.0;0.0
2874.0;18.0;Male;Hispanic;7718.0;9.0;Less than high school;No;16456.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Never married;1979.0;19.0;0.0;0.0;18.0;0.0
2877.0;20.0;Female;Non-Black, Non-Hispanic;84187.0;56.0;College;No;0.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;20.0;0.0
2879.0;21.0;Female;Non-Black, Non-Hispanic;27641.0;63.0;High school;No;22000.0;Finance, Insurance, and Real Estate;3.0;Urban;Northeast;Married, together;1979.0;16.0;0.0;2.0;21.0;0.0
2880.0;19.0;Female;Non-Black, Non-Hispanic;42864.0;71.0;High school;No;30000.0;Transportation, Communication, Public Utilities;2.0;Urban;Northeast;Other;1979.0;18.0;0.0;0.0;19.0;0.0
2885.0;21.0;Female;Non-Black, Non-Hispanic;33954.0;64.0;Less than high school;No;0.0;Wholesale and Retail Trade;0.0;Urban;Northeast;Married, together;1980.0;11.0;0.0;7.0;22.0;0.0
2887.0;21.0;Female;Non-Black, Non-Hispanic;42708.0;76.0;High school;No;26000.0;Transportation, Communication, Public Utilities;2.0;Urban;Northeast;Never married;1979.0;16.0;0.0;2.0;21.0;0.0
2888.0;15.0;Male;Non-Black, Non-Hispanic;55411.0;20.0;High school;No;101653.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1980.0;13.0;0.0;3.0;16.0;0.0
2889.0;15.0;Female;Non-Black, Non-Hispanic;69302.0;53.0;College;No;42000.0;Entertainment and Recreation Services;2.0;Urban;Northeast;Other;1980.0;14.0;0.0;4.0;16.0;0.0
2892.0;14.0;Female;Non-Black, Non-Hispanic;96653.0;48.0;College;No;4000.0;Mining;2.0;Urban;South;Married, together;1983.0;7.0;3.0;5.0;18.0;1.0
2894.0;16.0;Female;Non-Black, Non-Hispanic;94588.0;60.0;College;No;100948.0;Personal Services;3.0;Urban;West;Married, together;1984.0;13.0;0.0;0.0;21.0;0.0
2895.0;14.0;Male;Non-Black, Non-Hispanic;81941.0;38.0;College;No;35000.0;Personal Services;3.0;Urban;Northeast;Never married;1990.0;8.0;0.0;0.0;25.0;0.0
2896.0;17.0;Male;Non-Black, Non-Hispanic;85579.0;57.0;College;No;90325.0;Manufacturing;2.0;Urban;North central;Married, together;1984.0;13.0;0.0;1.0;22.0;0.0
2901.0;22.0;Female;Non-Black, Non-Hispanic;98230.0;56.0;College;No;59387.0;Professional and Related Services;2.0;Urban;Northeast;Never married;1981.0;12.0;0.0;0.0;24.0;0.0
2902.0;20.0;Female;Non-Black, Non-Hispanic;98731.0;84.0;College;No;27500.0;Manufacturing;4.0;Urban;North central;Married, together;1979.0;16.0;1.0;2.0;20.0;1.0
2905.0;17.0;Male;Non-Black, Non-Hispanic;82751.0;54.0;College;No;90325.0;Agriculture, Forestry, Fishing, and Hunting;2.0;Urban;Northeast;Married, together;1979.0;14.0;0.0;2.0;17.0;0.0
2906.0;16.0;Male;Non-Black, Non-Hispanic;84155.0;77.0;College;No;5200.0;Agriculture, Forestry, Fishing, and Hunting;2.0;Urban;Northeast;Never married;1985.0;12.0;0.0;0.0;22.0;0.0
2908.0;21.0;Female;Non-Black, Non-Hispanic;91836.0;57.0;College;No;3000.0;Wholesale and Retail Trade;1.0;Urban;South;Married, together;1980.0;7.0;0.0;11.0;22.0;0.0
2910.0;14.0;Female;Non-Black, Non-Hispanic;93168.0;51.0;College;No;36000.0;Personal Services;2.0;Urban;Northeast;Married, together;1984.0;14.0;0.0;0.0;19.0;0.0
2912.0;15.0;Male;Hispanic;36386.0;40.0;High school;No;8000.0;Public Administration;3.0;Urban;West;Other;1983.0;13.0;2.0;0.0;19.0;1.0
2913.0;19.0;Male;Hispanic;12978.0;31.0;High school;No;28000.0;Professional and Related Services;3.0;Urban;Northeast;Married, together;1983.0;12.0;3.0;0.0;23.0;1.0
2915.0;21.0;Male;Non-Black, Non-Hispanic;99370.0;69.0;College;No;27400.0;Entertainment and Recreation Services;2.0;Urban;Northeast;Other;1980.0;15.0;0.0;3.0;22.0;0.0
2916.0;19.0;Male;Non-Black, Non-Hispanic;84349.0;45.0;College;No;12000.0;Entertainment and Recreation Services;3.0;Urban;Northeast;Never married;1980.0;16.0;0.0;1.0;20.0;0.0
2922.0;18.0;Male;Non-Black, Non-Hispanic;48526.0;40.0;High school;No;28342.0;Manufacturing;4.0;Urban;Northeast;Married, together;1979.0;17.0;1.0;0.0;18.0;1.0
2923.0;16.0;Male;Non-Black, Non-Hispanic;57962.0;31.0;Less than high school;No;33000.0;Professional and Related Services;2.0;Urban;Northeast;Married, together;1981.0;17.0;0.0;0.0;18.0;0.0
2924.0;15.0;Male;Non-Black, Non-Hispanic;57653.0;48.0;High school;No;35000.0;Professional and Related Services;2.0;Urban;Northeast;Married, together;1983.0;14.0;0.0;0.0;19.0;0.0
2930.0;19.0;Female;Non-Black, Non-Hispanic;70097.0;32.0;College;No;10000.0;Transportation, Communication, Public Utilities;2.0;Rural;Northeast;Married, together;1980.0;17.0;0.0;1.0;20.0;0.0
2933.0;18.0;Male;Non-Black, Non-Hispanic;3573.0;11.0;Less than high school;No;8736.0;Construction;2.0;Urban;Northeast;Never married;1979.0;18.0;1.0;0.0;18.0;1.0
2934.0;17.0;Female;Non-Black, Non-Hispanic;18123.0;10.0;Less than high school;No;0.0;Wholesale and Retail Trade;0.0;Urban;North central;Married, together;1979.0;9.0;1.0;8.0;17.0;1.0
2936.0;19.0;Female;Non-Black, Non-Hispanic;70882.0;14.0;College;No;30000.0;Professional and Related Services;3.0;Urban;Northeast;Married, together;1982.0;16.0;0.0;0.0;22.0;0.0
2941.0;14.0;Male;Non-Black, Non-Hispanic;92533.0;53.0;College;No;40000.0;Finance, Insurance, and Real Estate;2.0;Urban;West;Never married;1984.0;10.0;0.0;4.0;19.0;0.0
2942.0;14.0;Female;Black;18324.0;35.0;High school;No;3000.0;Professional and Related Services;2.0;Urban;Northeast;Never married;1982.0;10.0;3.0;2.0;17.0;1.0
2943.0;14.0;Female;Non-Black, Non-Hispanic;93766.0;65.0;College;No;101653.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1985.0;10.0;1.0;2.0;20.0;1.0
2945.0;17.0;Male;Non-Black, Non-Hispanic;70940.0;31.0;High school;Yes;45900.0;Personal Services;2.0;Urban;Northeast;Never married;1979.0;18.0;1.0;0.0;17.0;1.0
2946.0;15.0;Female;Non-Black, Non-Hispanic;85937.0;61.0;College;No;21000.0;Manufacturing;2.0;Urban;Northeast;Married, together;1979.0;16.0;0.0;3.0;15.0;0.0
2948.0;22.0;Female;Non-Black, Non-Hispanic;79666.0;67.0;College;No;0.0;Wholesale and Retail Trade;1.0;Urban;Northeast;Married, together;1987.0;10.0;1.0;0.0;30.0;1.0
2949.0;20.0;Female;Non-Black, Non-Hispanic;52547.0;59.0;College;No;5000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1981.0;16.0;0.0;1.0;22.0;0.0
2952.0;16.0;Female;Non-Black, Non-Hispanic;54754.0;47.0;High school;No;20000.0;Professional and Related Services;3.0;Urban;South;Married, together;1979.0;17.0;1.0;1.0;16.0;1.0
2953.0;16.0;Male;Non-Black, Non-Hispanic;33606.0;16.0;Less than high school;No;24500.0;Professional and Related Services;3.0;Urban;Northeast;Married, together;1980.0;17.0;0.0;1.0;17.0;0.0
2955.0;18.0;Female;Non-Black, Non-Hispanic;89238.0;68.0;College;No;81481.0;Wholesale and Retail Trade;3.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;18.0;0.0
2956.0;16.0;Male;Non-Black, Non-Hispanic;70358.0;44.0;College;No;34000.0;Personal Services;2.0;Urban;West;Married, together;1979.0;15.0;1.0;2.0;16.0;1.0
2957.0;15.0;Male;Non-Black, Non-Hispanic;80160.0;21.0;College;No;12000.0;Wholesale and Retail Trade;4.0;Urban;West;Married, together;1983.0;12.0;1.0;2.0;19.0;1.0
2958.0;14.0;Male;Non-Black, Non-Hispanic;90655.0;40.0;College;No;48000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1982.0;13.0;0.0;3.0;17.0;0.0
2961.0;20.0;Female;Non-Black, Non-Hispanic;78001.0;51.0;College;No;24000.0;Wholesale and Retail Trade;2.0;Urban;North central;Married, together;1979.0;17.0;1.0;1.0;20.0;1.0
2962.0;17.0;Male;Non-Black, Non-Hispanic;59686.0;44.0;College;No;52780.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1985.0;13.0;0.0;0.0;23.0;0.0
2964.0;18.0;Female;Non-Black, Non-Hispanic;60684.0;59.0;College;No;50000.0;Business and Repair Services;2.0;Urban;Northeast;Married, together;1979.0;18.0;0.0;1.0;18.0;0.0
2967.0;15.0;Male;Hispanic;36830.0;31.0;College;No;3000.0;Public Administration;1.0;Urban;Northeast;Never married;1984.0;9.0;3.0;1.0;20.0;1.0
2973.0;16.0;Male;Non-Black, Non-Hispanic;37194.0;45.0;High school;No;45000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1979.0;8.0;5.0;3.0;16.0;1.0
2974.0;15.0;Male;Non-Black, Non-Hispanic;31213.0;21.0;Less than high school;No;35000.0;Manufacturing;2.0;Urban;Northeast;Married, together;1979.0;18.0;1.0;0.0;15.0;1.0
2975.0;16.0;Male;Non-Black, Non-Hispanic;95172.0;40.0;College;No;21000.0;Professional and Related Services;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;16.0;0.0
2976.0;15.0;Male;Non-Black, Non-Hispanic;68200.0;32.0;Less than high school;No;39400.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1984.0;14.0;0.0;0.0;20.0;0.0
2977.0;17.0;Male;Non-Black, Non-Hispanic;40065.0;26.0;Less than high school;No;0.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Never married;1981.0;17.0;0.0;0.0;19.0;0.0
2978.0;20.0;Female;Non-Black, Non-Hispanic;36622.0;75.0;High school;No;0.0;Wholesale and Retail Trade;0.0;Urban;Northeast;Married, together;1979.0;8.0;0.0;11.0;20.0;0.0
2979.0;16.0;Female;Non-Black, Non-Hispanic;46418.0;53.0;High school;No;0.0;Personal Services;0.0;Urban;Northeast;Married, together;1979.0;13.0;0.0;6.0;16.0;0.0
2980.0;21.0;Male;Non-Black, Non-Hispanic;98312.0;71.0;College;No;29000.0;Personal Services;2.0;Urban;North central;Married, together;1980.0;18.0;0.0;0.0;22.0;0.0
2981.0;16.0;Male;Non-Black, Non-Hispanic;53000.0;43.0;High school;No;13300.0;Personal Services;2.0;Urban;Northeast;Never married;1982.0;13.0;2.0;1.0;19.0;1.0
2983.0;14.0;Female;Non-Black, Non-Hispanic;18111.0;29.0;High school;No;300.0;Personal Services;2.0;Urban;Northeast;Married, together;1986.0;8.0;1.0;2.0;21.0;1.0
2984.0;18.0;Male;Non-Black, Non-Hispanic;96417.0;58.0;College;No;81481.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1979.0;17.0;0.0;2.0;18.0;0.0
2985.0;14.0;Male;Non-Black, Non-Hispanic;90461.0;70.0;College;No;36000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Never married;1979.0;16.0;1.0;2.0;14.0;1.0
2988.0;18.0;Male;Non-Black, Non-Hispanic;78044.0;82.0;College;No;55000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1979.0;18.0;0.0;1.0;18.0;0.0
2989.0;15.0;Male;Non-Black, Non-Hispanic;99192.0;70.0;College;No;30000.0;Personal Services;2.0;Urban;South;Never married;1990.0;8.0;0.0;0.0;26.0;0.0
2990.0;16.0;Female;Non-Black, Non-Hispanic;74992.0;50.0;High school;No;16000.0;Personal Services;1.0;Urban;Northeast;Never married;1982.0;15.0;1.0;0.0;19.0;1.0
2991.0;16.0;Female;Non-Black, Non-Hispanic;60487.0;41.0;College;No;28700.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1980.0;18.0;0.0;0.0;17.0;0.0
2994.0;19.0;Male;Non-Black, Non-Hispanic;64927.0;60.0;High school;No;43000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;19.0;0.0
2996.0;20.0;Male;Non-Black, Non-Hispanic;68855.0;49.0;College;No;38000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1979.0;17.0;1.0;1.0;20.0;1.0
2997.0;20.0;Male;Non-Black, Non-Hispanic;56956.0;52.0;High school;No;27400.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;20.0;0.0
2998.0;17.0;Male;Non-Black, Non-Hispanic;65906.0;37.0;High school;No;24800.0;Manufacturing;2.0;Urban;Northeast;Married, together;1980.0;18.0;0.0;0.0;18.0;0.0
3010.0;22.0;Female;Black;21722.0;26.0;College;No;15000.0;Professional and Related Services;3.0;Urban;Northeast;Never married;1979.0;12.0;2.0;4.0;22.0;1.0
3015.0;19.0;Male;Non-Black, Non-Hispanic;57016.0;66.0;College;No;74283.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1981.0;14.0;0.0;1.0;21.0;0.0
3016.0;17.0;Male;Non-Black, Non-Hispanic;79756.0;57.0;College;No;42000.0;Public Administration;2.0;Urban;Northeast;Married, together;1979.0;18.0;1.0;0.0;17.0;1.0
3018.0;14.0;Male;Non-Black, Non-Hispanic;78261.0;25.0;College;No;19000.0;Manufacturing;2.0;Urban;Northeast;Married, together;1979.0;15.0;1.0;3.0;14.0;1.0
3019.0;17.0;Male;Non-Black, Non-Hispanic;63843.0;68.0;College;No;33000.0;Entertainment and Recreation Services;3.0;Urban;Northeast;Never married;1979.0;19.0;0.0;0.0;17.0;0.0
3020.0;16.0;Female;Non-Black, Non-Hispanic;47078.0;65.0;High school;No;0.0;Wholesale and Retail Trade;0.0;Urban;Northeast;Married, together;1981.0;12.0;0.0;5.0;18.0;0.0
3024.0;15.0;Male;Non-Black, Non-Hispanic;27309.0;39.0;High school;No;35000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Never married;1980.0;18.0;0.0;0.0;16.0;0.0
3025.0;20.0;Female;Non-Black, Non-Hispanic;94201.0;61.0;College;No;0.0;Finance, Insurance, and Real Estate;1.0;Urban;Northeast;Married, together;1980.0;8.0;0.0;10.0;21.0;0.0
3034.0;21.0;Female;Non-Black, Non-Hispanic;43680.0;60.0;High school;No;19000.0;Finance, Insurance, and Real Estate;2.0;Urban;Northeast;Never married;1979.0;17.0;0.0;1.0;21.0;0.0
3035.0;15.0;Female;Non-Black, Non-Hispanic;71321.0;36.0;Less than high school;No;13000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1983.0;14.0;0.0;1.0;19.0;0.0
3036.0;21.0;Female;Non-Black, Non-Hispanic;84533.0;70.0;High school;No;25000.0;Professional and Related Services;2.0;Urban;Northeast;Married, together;1981.0;17.0;0.0;0.0;23.0;0.0
3037.0;20.0;Male;Non-Black, Non-Hispanic;72993.0;29.0;High school;No;32000.0;Public Administration;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;20.0;0.0
3039.0;18.0;Male;Non-Black, Non-Hispanic;71201.0;47.0;High school;No;27000.0;Business and Repair Services;2.0;Urban;Northeast;Married, together;1980.0;18.0;0.0;0.0;19.0;0.0
3042.0;17.0;Female;Non-Black, Non-Hispanic;48152.0;66.0;High school;No;22000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;17.0;0.0
3043.0;14.0;Female;Non-Black, Non-Hispanic;71492.0;54.0;High school;No;12000.0;Professional and Related Services;3.0;Urban;Northeast;Married, together;1983.0;13.0;0.0;2.0;18.0;0.0
3046.0;20.0;Female;Black;13119.0;45.0;High school;Yes;0.0;Professional and Related Services;0.0;Urban;Northeast;Other;1992.0;6.0;0.0;0.0;33.0;0.0
3048.0;16.0;Female;Non-Black, Non-Hispanic;52489.0;61.0;College;No;35000.0;Professional and Related Services;2.0;Urban;Northeast;Married, together;1979.0;17.0;0.0;1.0;16.0;0.0
3050.0;19.0;Male;Non-Black, Non-Hispanic;3838.0;5.0;Less than high school;No;22000.0;Agriculture, Forestry, Fishing, and Hunting;2.0;Rural;South;Married, together;1980.0;15.0;2.0;1.0;20.0;1.0
3051.0;16.0;Female;Non-Black, Non-Hispanic;42040.0;31.0;Less than high school;No;14600.0;Wholesale and Retail Trade;2.0;Rural;South;Married, together;1985.0;13.0;0.0;0.0;22.0;0.0
3052.0;20.0;Male;Non-Black, Non-Hispanic;53278.0;51.0;High school;No;30000.0;Manufacturing;2.0;Urban;Northeast;Other;1979.0;17.0;1.0;0.0;20.0;1.0
3054.0;19.0;Female;Non-Black, Non-Hispanic;29399.0;39.0;High school;No;0.0;Wholesale and Retail Trade;0.0;Urban;Northeast;Married, together;1980.0;10.0;1.0;7.0;20.0;1.0
3055.0;15.0;Male;Non-Black, Non-Hispanic;18999.0;31.0;High school;No;24000.0;Construction;2.0;Urban;Northeast;Never married;1988.0;9.0;1.0;0.0;24.0;1.0
3056.0;16.0;Male;Non-Black, Non-Hispanic;95032.0;35.0;High school;No;17321.0;Public Administration;2.0;Urban;Northeast;Never married;1984.0;10.0;2.0;1.0;21.0;1.0
3057.0;20.0;Female;Non-Black, Non-Hispanic;19496.0;49.0;High school;No;2000.0;Manufacturing;2.0;Urban;North central;Married, together;1979.0;11.0;2.0;6.0;20.0;1.0
3059.0;21.0;Male;Non-Black, Non-Hispanic;15551.0;41.0;High school;No;25000.0;Construction;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;21.0;0.0
3062.0;21.0;Male;Non-Black, Non-Hispanic;82256.0;65.0;College;No;57124.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Never married;1980.0;18.0;0.0;0.0;22.0;0.0
3064.0;21.0;Female;Black;26227.0;67.0;College;No;6000.0;Professional and Related Services;4.0;Urban;Northeast;Never married;1979.0;8.0;4.0;5.0;21.0;1.0
3065.0;19.0;Female;Black;10181.0;9.0;High school;No;8750.0;Professional and Related Services;2.0;Urban;Northeast;Never married;1980.0;12.0;2.0;0.0;20.0;1.0
3066.0;21.0;Female;Black;43898.0;51.0;High school;No;0.0;Transportation, Communication, Public Utilities;0.0;Urban;Northeast;Married, together;1981.0;4.0;3.0;7.0;23.0;1.0
3071.0;14.0;Male;Black;2840.0;31.0;High school;No;33000.0;Personal Services;5.0;Urban;South;Never married;1979.0;13.0;3.0;2.0;14.0;1.0
3074.0;18.0;Female;Black;336.0;27.0;High school;No;19000.0;Personal Services;2.0;Urban;Northeast;Never married;1990.0;3.0;0.0;4.0;29.0;0.0
3075.0;21.0;Female;Black;4881.0;54.0;High school;No;10000.0;Manufacturing;2.0;Urban;Northeast;Never married;1979.0;14.0;3.0;2.0;21.0;1.0
3076.0;15.0;Female;Black;41502.0;42.0;High school;No;19500.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Never married;1983.0;13.0;0.0;2.0;19.0;0.0
3077.0;21.0;Male;Black;16973.0;39.0;High school;No;25000.0;Personal Services;2.0;Urban;Northeast;Never married;1979.0;19.0;0.0;0.0;21.0;0.0
3080.0;17.0;Female;Non-Black, Non-Hispanic;22789.0;46.0;High school;No;3200.0;Professional and Related Services;2.0;Urban;Northeast;Married, together;1985.0;11.0;0.0;2.0;23.0;0.0
3081.0;15.0;Female;Non-Black, Non-Hispanic;63437.0;63.0;High school;No;1800.0;Professional and Related Services;1.0;Urban;Northeast;Married, together;1982.0;13.0;2.0;1.0;18.0;1.0
3083.0;20.0;Male;Non-Black, Non-Hispanic;45819.0;30.0;College;No;18700.0;Business and Repair Services;3.0;Urban;South;Married, together;1979.0;14.0;1.0;0.0;20.0;1.0
3084.0;18.0;Male;Non-Black, Non-Hispanic;89903.0;66.0;College;No;81481.0;Professional and Related Services;2.0;Rural;Northeast;Married, together;1983.0;15.0;0.0;0.0;22.0;0.0
3089.0;19.0;Male;Non-Black, Non-Hispanic;93403.0;53.0;College;No;20100.0;Manufacturing;2.0;Urban;Northeast;Never married;1981.0;13.0;3.0;1.0;21.0;1.0
3091.0;14.0;Female;Non-Black, Non-Hispanic;39958.0;53.0;College;No;20000.0;Professional and Related Services;2.0;Urban;Northeast;Never married;1986.0;12.0;0.0;0.0;21.0;0.0
3093.0;22.0;Female;Non-Black, Non-Hispanic;18165.0;43.0;High school;No;0.0;Wholesale and Retail Trade;0.0;Urban;Northeast;Married, together;1980.0;8.0;1.0;9.0;23.0;1.0
3094.0;20.0;Female;Non-Black, Non-Hispanic;14147.0;41.0;High school;No;0.0;Wholesale and Retail Trade;0.0;Urban;Northeast;Married, together;1983.0;4.0;5.0;6.0;24.0;1.0
3095.0;21.0;Female;Non-Black, Non-Hispanic;42733.0;66.0;High school;No;13000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1985.0;13.0;0.0;0.0;27.0;0.0
3096.0;20.0;Female;Non-Black, Non-Hispanic;53650.0;63.0;High school;No;0.0;Finance, Insurance, and Real Estate;0.0;Urban;North central;Married, together;1979.0;3.0;2.0;14.0;20.0;1.0
3097.0;16.0;Male;Non-Black, Non-Hispanic;34227.0;39.0;College;No;32000.0;Wholesale and Retail Trade;2.0;Urban;South;Married, together;1983.0;13.0;1.0;1.0;20.0;1.0
3098.0;18.0;Female;Non-Black, Non-Hispanic;79047.0;61.0;High school;Yes;30000.0;Wholesale and Retail Trade;2.0;Rural;Northeast;Married, together;1979.0;18.0;0.0;1.0;18.0;0.0
3099.0;16.0;Female;Non-Black, Non-Hispanic;57237.0;30.0;College;No;28000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1981.0;15.0;0.0;2.0;18.0;0.0
3100.0;21.0;Male;Non-Black, Non-Hispanic;27065.0;37.0;High school;No;29000.0;Public Administration;2.0;Urban;Northeast;Married, together;1979.0;19.0;0.0;0.0;21.0;0.0
3102.0;18.0;Male;Non-Black, Non-Hispanic;97618.0;79.0;College;No;18000.0;Business and Repair Services;2.0;Urban;South;Married, together;1979.0;19.0;0.0;0.0;18.0;0.0
3103.0;15.0;Male;Non-Black, Non-Hispanic;953.0;34.0;Less than high school;No;17500.0;Manufacturing;2.0;Urban;Northeast;Married, together;1980.0;16.0;2.0;0.0;16.0;1.0
3104.0;14.0;Male;Non-Black, Non-Hispanic;24392.0;41.0;Less than high school;No;11000.0;Manufacturing;2.0;Urban;Northeast;Never married;1981.0;14.0;2.0;1.0;16.0;1.0
3106.0;15.0;Female;Non-Black, Non-Hispanic;85394.0;58.0;College;No;26000.0;Manufacturing;4.0;Urban;Northeast;Never married;1986.0;12.0;0.0;0.0;22.0;0.0
3107.0;14.0;Female;Non-Black, Non-Hispanic;65348.0;47.0;College;No;14000.0;Personal Services;2.0;Urban;Northeast;Married, together;1984.0;13.0;0.0;1.0;19.0;0.0
3108.0;18.0;Female;Non-Black, Non-Hispanic;46813.0;66.0;High school;No;16800.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1979.0;17.0;2.0;0.0;18.0;1.0
3109.0;17.0;Female;Non-Black, Non-Hispanic;98588.0;54.0;College;No;30000.0;Wholesale and Retail Trade;3.0;Urban;Northeast;Married, together;1981.0;17.0;0.0;0.0;19.0;0.0
3112.0;16.0;Female;Non-Black, Non-Hispanic;44232.0;54.0;College;No;42000.0;Wholesale and Retail Trade;2.0;Rural;Northeast;Married, together;1979.0;18.0;0.0;1.0;16.0;0.0
3113.0;19.0;Female;Non-Black, Non-Hispanic;40008.0;58.0;High school;No;14000.0;Wholesale and Retail Trade;2.0;Urban;West;Married, together;1979.0;17.0;0.0;2.0;19.0;0.0
3114.0;17.0;Male;Non-Black, Non-Hispanic;23306.0;22.0;High school;No;7000.0;Manufacturing;1.0;Urban;Northeast;Never married;1984.0;11.0;1.0;1.0;22.0;1.0
3116.0;22.0;Male;Non-Black, Non-Hispanic;63440.0;27.0;High school;No;34000.0;Manufacturing;2.0;Rural;Northeast;Married, together;1979.0;17.0;2.0;0.0;22.0;1.0
3117.0;19.0;Female;Non-Black, Non-Hispanic;64261.0;59.0;College;No;26000.0;Transportation, Communication, Public Utilities;3.0;Urban;South;Married, together;1979.0;17.0;0.0;2.0;19.0;0.0
3118.0;15.0;Female;Non-Black, Non-Hispanic;35994.0;44.0;High school;No;22000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1981.0;15.0;2.0;0.0;17.0;1.0
3123.0;20.0;Male;Non-Black, Non-Hispanic;90601.0;64.0;High school;No;33000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1981.0;17.0;0.0;0.0;22.0;0.0
3124.0;17.0;Male;Non-Black, Non-Hispanic;83367.0;54.0;High school;No;45000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1982.0;16.0;0.0;0.0;20.0;0.0
3128.0;17.0;Male;Non-Black, Non-Hispanic;57010.0;42.0;High school;No;29000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1981.0;16.0;1.0;0.0;19.0;1.0
3134.0;20.0;Female;Non-Black, Non-Hispanic;21288.0;54.0;High school;No;14000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Never married;1979.0;19.0;0.0;0.0;20.0;0.0
3138.0;20.0;Male;Non-Black, Non-Hispanic;37729.0;48.0;High school;No;33000.0;Personal Services;2.0;Urban;Northeast;Never married;1979.0;19.0;0.0;0.0;20.0;0.0
3139.0;14.0;Male;Non-Black, Non-Hispanic;89196.0;46.0;College;No;50000.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Never married;1984.0;13.0;0.0;0.0;19.0;0.0
3140.0;20.0;Male;Non-Black, Non-Hispanic;52478.0;52.0;High school;No;41500.0;Wholesale and Retail Trade;2.0;Urban;Northeast;Married, together;1979.0;18.0;0.0;1.0;20.0;0.0
3141.0;17.0;Male;Non-Black, Non-Hispanic;94082.0;64.0;College;No;0.0;Manufacturing;1.0;Rural;Northeast;Never married;1985.0;9.0;3.0;1.0;23.0;1.0
3142.0;15.0;Male;Non-Black, Non-Hispanic;100000.0;19.0;College;No;50596.0;Agriculture, Forestry, Fishing, and Hunting;3.0;Urban;Northeast;Married, together;1987.0;10.0;1.0;0.0;23.0;1.0
3145.0;17.0;Female;Non-Black, Non-Hispanic;80710.0;75.0;College;Yes;25000.0;Professional and Related Services;2.0;Urban;Northeast;Married, together;1979.0;14.0;0.0;5.0;17.0;0.0
3150.0;21.0;Female;Non-Black, Non-Hispanic;85289.0;54.0;College;No;31500.0;Finance, Insurance, and Real Estate;2.0;Urban;Northeast;Never married;1979.0;19.0;0.0;0.0;21.0;0.0
3151.0;17.0;Female;Non-Black, Non-Hispanic;39186.0;62.0;High school;No;0.0;Wholesale and Retail Trade;0.0;Urban;Northeast;Married, together;1979.0;13.0;0.0;6.0;17.0;0.0
